"age","gender","time_spent","platform","interests","location","demographics","profession","income","indebt","isHomeOwner","Owns_Car"
"52","male","6","Instagram","Lifestlye","United Kingdom","Rural","Student","15917","True","False","True"
"39","non-binary","7","Instagram","Sports","Australia","Sub_Urban","Software Engineer","15988","True","False","False"
"40","female","4","Instagram","Lifestlye","Australia","Rural","Student","13845","False","False","True"
"43","female","7","Instagram","Travel","Australia","Urban","Software Engineer","14808","False","False","True"
"20","female","5","Instagram","Lifestlye","United Kingdom","Urban","Software Engineer","10737","True","True","False"
"60","male","6","Instagram","Travel","United States","Rural","Student","11888","True","False","False"
"62","male","5","Instagram","Travel","Australia","Rural","Marketer Manager","11259","True","False","True"
"35","male","9","Instagram","Sports","United States","Urban","Student","15246","False","True","False"
"52","female","1","Instagram","Lifestlye","United States","Rural","Student","10748","False","False","True"
"45","non-binary","2","Instagram","Travel","Australia","Urban","Software Engineer","18701","True","True","False"
"43","female","2","Instagram","Sports","United States","Rural","Software Engineer","11777","True","False","True"
"42","non-binary","3","Instagram","Sports","United States","Urban","Software Engineer","17630","False","False","False"
"34","male","9","Instagram","Sports","Australia","Rural","Marketer Manager","11777","False","False","True"
"37","male","9","Instagram","Travel","Australia","Sub_Urban","Software Engineer","17490","True","True","True"
"42","non-binary","5","Instagram","Travel","Australia","Sub_Urban","Marketer Manager","14859","True","False","True"
"27","female","2","Instagram","Lifestlye","Australia","Sub_Urban","Student","18118","False","True","True"
"53","male","5","Instagram","Sports","Australia","Sub_Urban","Student","15127","False","False","True"
"64","female","3","Instagram","Lifestlye","United States","Urban","Software Engineer","18998","False","True","False"
"39","female","4","Instagram","Travel","Australia","Urban","Marketer Manager","12722","False","True","False"
"64","female","9","Instagram","Lifestlye","United States","Sub_Urban","Marketer Manager","11325","False","True","True"
"57","non-binary","2","Instagram","Sports","United States","Urban","Student","19351","False","False","False"
"58","female","1","Instagram","Sports","United Kingdom","Urban","Software Engineer","11831","False","True","False"
"62","non-binary","2","Instagram","Lifestlye","Australia","Sub_Urban","Software Engineer","13232","False","False","False"
"54","male","3","Instagram","Travel","Australia","Urban","Marketer Manager","15997","True","True","False"
"50","female","8","Instagram","Sports","United States","Rural","Software Engineer","12355","True","True","True"
"39","female","8","Instagram","Lifestlye","United States","Rural","Student","19589","True","True","False"
"23","female","9","Instagram","Sports","United Kingdom","Rural","Software Engineer","14060","False","True","True"
"47","male","1","Instagram","Lifestlye","United Kingdom","Rural","Marketer Manager","10404","True","True","True"
"48","non-binary","7","Instagram","Travel","Australia","Rural","Student","13845","True","True","True"
"57","male","5","Instagram","Sports","Australia","Urban","Marketer Manager","19607","True","True","False"
"54","male","3","Instagram","Travel","United States","Urban","Software Engineer","10968","False","True","False"
"53","non-binary","9","Instagram","Travel","United States","Sub_Urban","Student","10368","False","True","True"
"48","non-binary","5","Instagram","Lifestlye","Australia","Sub_Urban","Software Engineer","12242","False","False","True"
"23","non-binary","4","Instagram","Travel","Australia","Urban","Software Engineer","15002","True","False","False"
"45","female","7","Instagram","Travel","Australia","Rural","Marketer Manager","19112","False","True","True"
"28","non-binary","9","Instagram","Lifestlye","United Kingdom","Sub_Urban","Marketer Manager","18880","False","True","False"
"21","female","3","Instagram","Travel","Australia","Urban","Student","11469","False","True","False"
"32","male","2","Instagram","Travel","Australia","Sub_Urban","Software Engineer","14725","True","True","True"
"55","non-binary","6","Instagram","Travel","Australia","Rural","Marketer Manager","10823","True","True","False"
"43","male","4","Instagram","Sports","Australia","Urban","Student","17420","True","True","True"
"21","male","1","Instagram","Sports","Australia","Rural","Marketer Manager","12902","False","True","True"
"36","female","9","Instagram","Travel","United Kingdom","Sub_Urban","Student","13718","True","True","True"
"18","female","9","Instagram","Sports","United Kingdom","Sub_Urban","Marketer Manager","15212","False","True","True"
"43","female","3","Instagram","Travel","United States","Sub_Urban","Marketer Manager","10191","True","False","False"
"31","male","3","Instagram","Travel","United Kingdom","Rural","Software Engineer","18587","True","True","False"
"30","female","7","Instagram","Lifestlye","Australia","Sub_Urban","Software Engineer","19065","False","False","True"
"27","non-binary","4","Instagram","Lifestlye","United States","Sub_Urban","Marketer Manager","15494","False","False","True"
"22","female","8","Instagram","Lifestlye","United Kingdom","Rural","Marketer Manager","18536","False","True","False"
